index,Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors
242,Machine Learning Engineer,$140K-$208K (Glassdoor est.),data analysis SQL statistics statistics data analysis data analysis Python SQL Python SQL,-1.0,Company_242,"New York, NY",Other,51-200 employees,1827,Other,Healthcare,Technology,$10M-$100M,Unknown
243,Data Analyst,$116K-$223K (Glassdoor est.),Python SQL Python Machine Learning Python SQL SQL SQL Machine Learning Python,1.1,Company_243,"San Francisco, CA","New York, NY",1-50 employees,-1,Other,IT Services,Healthcare,$1M-$10M,-1
244,Data Analyst,$82K-$201K (Glassdoor est.),SQL statistics Machine Learning Machine Learning Python Machine Learning SQL Python data analysis statistics,1.5,Company_244,"San Francisco, CA","San Francisco, CA",1000+ employees,-1,Non-profit,Healthcare,Other,$100M-$1B,None
245,Senior Data Scientist,$120K-$221K (Glassdoor est.),SQL data analysis Machine Learning SQL statistics statistics Machine Learning Python Machine Learning statistics,4.5,Company_245,"Chicago, IL",Other,201-500 employees,1929,Private,Other,Healthcare,$100M-$1B,None
246,Data Analyst,$88K-$287K (Glassdoor est.),Machine Learning data analysis data analysis statistics Python Machine Learning SQL Machine Learning statistics Machine Learning,4.8,Company_246,Other,"San Francisco, CA",201-500 employees,1851,Other,Biotech,Technology,$10M-$100M,None
247,Senior Data Scientist,Unknown,Python Python data analysis Machine Learning SQL statistics SQL Python Machine Learning Machine Learning,2.6,Company_247,"San Francisco, CA",Other,1-50 employees,1983,Private,IT Services,Technology,$10M-$100M,-1
248,Data Analyst,$124K-$190K (Glassdoor est.),data analysis Python Machine Learning Python SQL data analysis statistics statistics SQL Python,2.1,Company_248,"Washington, DC","Chicago, IL",201-500 employees,1825,Public,Other,Technology,$1M-$10M,None
249,Machine Learning Engineer,$129K-$237K (Glassdoor est.),statistics SQL SQL SQL SQL statistics statistics Python data analysis Machine Learning,1.7,Company_249,"Washington, DC","San Francisco, CA",201-500 employees,2017,Non-profit,Finance,Business Services,Unknown,"Company A, Company B"
250,Senior Data Scientist,$122K-$161K (Glassdoor est.),statistics statistics SQL statistics statistics Machine Learning statistics Python Machine Learning Python,-1.0,Company_250,Other,Other,201-500 employees,1857,Public,Other,Finance,$1M-$10M,Unknown
251,Data Analyst,$53K-$171K (Glassdoor est.),SQL Machine Learning statistics statistics Python statistics data analysis Python Machine Learning statistics,2.5,Company_251,"New York, NY","San Francisco, CA",201-500 employees,1847,Private,Healthcare,Healthcare,$1M-$10M,Unknown
252,Machine Learning Engineer,-1,Machine Learning Machine Learning data analysis data analysis Python Python SQL Machine Learning Python statistics,-1.0,Company_252,"San Francisco, CA","New York, NY",1-50 employees,1953,Non-profit,Biotech,Healthcare,$10M-$100M,"Company A, Company B"
253,Data Analyst,$148K-$297K (Glassdoor est.),statistics SQL Machine Learning Machine Learning Python Python SQL statistics statistics Machine Learning,-1.0,Company_253,"Washington, DC","Chicago, IL",1000+ employees,1816,Private,IT Services,Healthcare,$10M-$100M,-1
254,Data Scientist,$131K-$158K (Glassdoor est.),data analysis statistics Machine Learning Machine Learning data analysis SQL Python SQL statistics Python,1.0,Company_254,"Washington, DC","Chicago, IL",1000+ employees,1883,Private,Finance,Healthcare,$1M-$10M,-1
255,Data Scientist,$130K-$290K (Glassdoor est.),data analysis Machine Learning Machine Learning statistics data analysis Machine Learning data analysis Python Machine Learning Machine Learning,3.0,Company_255,"Chicago, IL","Chicago, IL",1000+ employees,1995,Other,Finance,Business Services,$10M-$100M,-1
256,Machine Learning Engineer,$88K-$274K (Glassdoor est.),statistics Python Python SQL statistics Python Python SQL Machine Learning statistics,-1.0,Company_256,"New York, NY","New York, NY",51-200 employees,1979,Non-profit,Other,Healthcare,Unknown,-1
257,Data Scientist,$137K-$254K (Glassdoor est.),SQL SQL Machine Learning statistics Machine Learning data analysis Python Python data analysis Machine Learning,4.2,Company_257,"New York, NY",Other,201-500 employees,-1,Public,Other,Healthcare,$100M-$1B,"Company A, Company B"
258,Data Scientist,$59K-$166K (Glassdoor est.),statistics statistics data analysis SQL data analysis data analysis Python Machine Learning statistics Python,5.0,Company_258,Other,Other,51-200 employees,1923,Other,Biotech,Business Services,$100M-$1B,-1
259,Senior Data Scientist,$103K-$274K (Glassdoor est.),Machine Learning SQL Machine Learning SQL statistics Python Python SQL Python statistics,-1.0,Company_259,"Chicago, IL","New York, NY",51-200 employees,1824,Private,Finance,Business Services,$1M-$10M,None
260,Data Analyst,$93K-$187K (Glassdoor est.),data analysis statistics Machine Learning Machine Learning Machine Learning data analysis Python Machine Learning Python statistics,-1.0,Company_260,"San Francisco, CA","New York, NY",1000+ employees,1908,Private,Biotech,Business Services,$100M-$1B,-1
261,Senior Data Scientist,$141K-$232K (Glassdoor est.),statistics Machine Learning SQL SQL statistics statistics Machine Learning data analysis SQL data analysis,-1.0,Company_261,"New York, NY","New York, NY",201-500 employees,1985,Other,Other,Business Services,$10M-$100M,None
262,Data Analyst,$94K-$253K (Glassdoor est.),Python statistics SQL statistics Python SQL Python Python Python data analysis,2.5,Company_262,"Chicago, IL","Chicago, IL",1-50 employees,1948,Private,Other,Healthcare,$10M-$100M,None
263,Data Scientist,$97K-$282K (Glassdoor est.),data analysis Python data analysis data analysis Python Python data analysis Machine Learning Python Python,4.3,Company_263,"New York, NY","San Francisco, CA",201-500 employees,1962,Public,Finance,Healthcare,$100M-$1B,-1
264,Senior Data Scientist,$90K-$212K (Glassdoor est.),SQL Python data analysis data analysis data analysis statistics SQL statistics Python SQL,3.3,Company_264,"New York, NY","Chicago, IL",1000+ employees,1937,Public,Biotech,Technology,$1M-$10M,None
265,Data Analyst,$84K-$266K (Glassdoor est.),Python statistics statistics statistics SQL Python Machine Learning data analysis SQL Machine Learning,-1.0,Company_265,"Chicago, IL","Chicago, IL",51-200 employees,2019,Non-profit,IT Services,Business Services,$1M-$10M,"Company A, Company B"
266,Data Analyst,$62K-$163K (Glassdoor est.),Python Machine Learning Python SQL Python SQL statistics Machine Learning statistics Python,2.3,Company_266,"San Francisco, CA","San Francisco, CA",1000+ employees,1868,Private,Biotech,Other,$100M-$1B,"Company A, Company B"
267,Senior Data Scientist,$99K-$258K (Glassdoor est.),SQL Machine Learning data analysis SQL Machine Learning Machine Learning statistics Python SQL SQL,-1.0,Company_267,"Washington, DC","New York, NY",51-200 employees,1819,Non-profit,IT Services,Technology,$10M-$100M,"Company A, Company B"
268,Machine Learning Engineer,$70K-$234K (Glassdoor est.),SQL SQL Python statistics Python Python Python data analysis data analysis Machine Learning,5.0,Company_268,"Washington, DC","Chicago, IL",51-200 employees,1919,Public,Healthcare,Business Services,$1M-$10M,None
269,Data Analyst,$142K-$231K (Glassdoor est.),Python SQL Python SQL data analysis SQL statistics Machine Learning Machine Learning SQL,4.3,Company_269,Other,Other,51-200 employees,1904,Non-profit,Other,Business Services,Unknown,None
270,Data Scientist,$70K-$278K (Glassdoor est.),statistics Python Python statistics Machine Learning data analysis Python statistics Machine Learning Python,-1.0,Company_270,Other,Other,1000+ employees,-1,Public,IT Services,Finance,Unknown,"Company A, Company B"
271,Data Analyst,$109K-$278K (Glassdoor est.),Machine Learning data analysis Python Python Machine Learning Machine Learning Python statistics statistics Python,-1.0,Company_271,"New York, NY","Chicago, IL",51-200 employees,1977,Private,Healthcare,Business Services,Unknown,"Company A, Company B"
272,Data Scientist,$113K-$156K (Glassdoor est.),statistics SQL Machine Learning statistics Python statistics data analysis SQL data analysis Machine Learning,5.0,Company_272,Other,Other,1000+ employees,-1,Public,Healthcare,Technology,$1M-$10M,Unknown
273,Senior Data Scientist,-1,SQL data analysis data analysis Machine Learning Machine Learning data analysis Machine Learning Machine Learning SQL data analysis,-1.0,Company_273,Other,Other,1-50 employees,1907,Public,Other,Business Services,$1M-$10M,Unknown
274,Data Analyst,$80K-$206K (Glassdoor est.),Python SQL Machine Learning data analysis Python Python Python Python data analysis statistics,3.5,Company_274,"Washington, DC",Other,1-50 employees,1936,Non-profit,IT Services,Technology,$100M-$1B,None
275,Data Scientist,$56K-$163K (Glassdoor est.),SQL data analysis Python data analysis Python Python data analysis data analysis data analysis SQL,4.3,Company_275,Other,Other,201-500 employees,1938,Non-profit,Healthcare,Healthcare,$1M-$10M,-1
276,Data Scientist,$126K-$271K (Glassdoor est.),data analysis Machine Learning SQL SQL statistics Machine Learning statistics Python Machine Learning statistics,1.3,Company_276,"New York, NY","New York, NY",51-200 employees,1889,Private,Healthcare,Other,$100M-$1B,Unknown
277,Senior Data Scientist,$51K-$178K (Glassdoor est.),SQL SQL SQL Machine Learning Python Machine Learning statistics SQL data analysis Machine Learning,2.0,Company_277,Other,"Chicago, IL",201-500 employees,1845,Public,Finance,Finance,$100M-$1B,None
278,Data Analyst,$83K-$244K (Glassdoor est.),Python data analysis Machine Learning Python data analysis data analysis data analysis Machine Learning Machine Learning statistics,3.8,Company_278,"San Francisco, CA",Other,51-200 employees,1804,Private,Biotech,Technology,$10M-$100M,None
279,Data Analyst,$96K-$162K (Glassdoor est.),Machine Learning SQL Machine Learning statistics data analysis SQL statistics SQL Python Python,-1.0,Company_279,"Washington, DC","Chicago, IL",1000+ employees,2010,Private,IT Services,Healthcare,$1M-$10M,None
280,Senior Data Scientist,$122K-$294K (Glassdoor est.),statistics SQL data analysis Python statistics SQL Python SQL SQL SQL,3.8,Company_280,"New York, NY","San Francisco, CA",51-200 employees,1979,Non-profit,Finance,Business Services,$1M-$10M,-1
281,Data Analyst,$120K-$224K (Glassdoor est.),data analysis SQL data analysis Machine Learning statistics Python SQL SQL Python SQL,-1.0,Company_281,"Chicago, IL","New York, NY",201-500 employees,1894,Private,Other,Technology,Unknown,-1
282,Senior Data Scientist,-1,Machine Learning statistics Machine Learning statistics SQL data analysis Machine Learning statistics SQL SQL,3.7,Company_282,"Chicago, IL","Chicago, IL",201-500 employees,2010,Other,Other,Finance,Unknown,-1
283,Data Analyst,$85K-$181K (Glassdoor est.),Machine Learning statistics Python data analysis SQL Machine Learning data analysis SQL data analysis SQL,4.2,Company_283,"San Francisco, CA","Chicago, IL",201-500 employees,1898,Private,IT Services,Other,$10M-$100M,"Company A, Company B"
284,Machine Learning Engineer,$62K-$251K (Glassdoor est.),Machine Learning Machine Learning statistics data analysis statistics Machine Learning SQL Python statistics Machine Learning,3.0,Company_284,"San Francisco, CA",Other,51-200 employees,1956,Private,IT Services,Finance,$10M-$100M,None
285,Data Analyst,$93K-$293K (Glassdoor est.),SQL data analysis Python statistics Python SQL Python statistics Machine Learning SQL,3.8,Company_285,Other,"Chicago, IL",1-50 employees,1947,Non-profit,Healthcare,Healthcare,$10M-$100M,-1
286,Data Scientist,$146K-$187K (Glassdoor est.),data analysis data analysis SQL statistics Machine Learning Machine Learning SQL Machine Learning data analysis Machine Learning,4.2,Company_286,Other,Other,1-50 employees,1835,Public,Finance,Other,$10M-$100M,-1
287,Data Scientist,$115K-$253K (Glassdoor est.),data analysis Python Python data analysis statistics Machine Learning SQL statistics data analysis Machine Learning,4.9,Company_287,Other,Other,1000+ employees,1852,Private,Other,Other,$10M-$100M,"Company A, Company B"
288,Machine Learning Engineer,$55K-$160K (Glassdoor est.),statistics Machine Learning data analysis data analysis Machine Learning Machine Learning data analysis Machine Learning SQL Python,2.3,Company_288,"Chicago, IL","Chicago, IL",1-50 employees,1929,Public,Biotech,Finance,$10M-$100M,None
289,Data Analyst,$92K-$272K (Glassdoor est.),Python data analysis SQL Machine Learning SQL statistics Python SQL Machine Learning statistics,1.6,Company_289,"Washington, DC","New York, NY",1000+ employees,1841,Private,Other,Healthcare,$100M-$1B,-1
290,Data Scientist,$69K-$282K (Glassdoor est.),data analysis SQL data analysis Machine Learning Python Python SQL statistics Machine Learning Machine Learning,-1.0,Company_290,"San Francisco, CA",Other,51-200 employees,1857,Non-profit,IT Services,Finance,$1M-$10M,"Company A, Company B"
291,Data Scientist,$128K-$232K (Glassdoor est.),Machine Learning data analysis Python Python Python SQL statistics data analysis Python statistics,-1.0,Company_291,"San Francisco, CA","Chicago, IL",51-200 employees,1971,Private,Finance,Technology,$1M-$10M,Unknown
292,Data Analyst,$128K-$227K (Glassdoor est.),statistics Machine Learning Python statistics Python data analysis statistics statistics Machine Learning SQL,1.5,Company_292,"Chicago, IL","Chicago, IL",201-500 employees,1962,Other,IT Services,Technology,$100M-$1B,Unknown
293,Senior Data Scientist,$114K-$281K (Glassdoor est.),data analysis Python statistics data analysis Python Python data analysis statistics Machine Learning statistics,-1.0,Company_293,Other,"San Francisco, CA",1-50 employees,-1,Other,Biotech,Business Services,$10M-$100M,Unknown
294,Data Analyst,$140K-$295K (Glassdoor est.),statistics statistics SQL statistics SQL Python statistics SQL Machine Learning SQL,1.6,Company_294,"Washington, DC","San Francisco, CA",1000+ employees,1876,Non-profit,Healthcare,Finance,$10M-$100M,-1
295,Senior Data Scientist,$52K-$245K (Glassdoor est.),data analysis SQL Machine Learning Python Python statistics Machine Learning SQL Machine Learning Machine Learning,-1.0,Company_295,"Washington, DC","New York, NY",201-500 employees,1948,Other,IT Services,Technology,$10M-$100M,None
296,Machine Learning Engineer,$64K-$257K (Glassdoor est.),SQL statistics SQL Machine Learning data analysis statistics statistics statistics SQL data analysis,3.8,Company_296,"New York, NY",Other,51-200 employees,1805,Non-profit,IT Services,Healthcare,$10M-$100M,"Company A, Company B"
297,Machine Learning Engineer,$142K-$157K (Glassdoor est.),statistics Python statistics data analysis statistics data analysis statistics data analysis data analysis SQL,3.9,Company_297,"Chicago, IL","San Francisco, CA",51-200 employees,1960,Other,Healthcare,Business Services,$1M-$10M,Unknown
298,Data Scientist,$83K-$299K (Glassdoor est.),Machine Learning SQL statistics SQL statistics Python statistics statistics SQL statistics,1.5,Company_298,Other,"San Francisco, CA",201-500 employees,1995,Public,IT Services,Finance,$100M-$1B,-1
299,Data Scientist,$142K-$164K (Glassdoor est.),SQL statistics SQL Python statistics SQL SQL statistics statistics data analysis,4.8,Company_299,Other,"Chicago, IL",51-200 employees,1908,Public,Other,Technology,Unknown,Unknown
300,Data Scientist,$71K-$285K (Glassdoor est.),statistics data analysis Machine Learning Python statistics statistics statistics Machine Learning Machine Learning statistics,3.4,Company_300,"Washington, DC","Chicago, IL",51-200 employees,1877,Non-profit,Biotech,Business Services,$10M-$100M,"Company A, Company B"
301,Senior Data Scientist,$129K-$248K (Glassdoor est.),data analysis statistics statistics statistics data analysis Machine Learning SQL data analysis statistics data analysis,1.8,Company_301,"Washington, DC",Other,201-500 employees,-1,Public,Healthcare,Business Services,$1M-$10M,"Company A, Company B"
302,Data Scientist,$137K-$213K (Glassdoor est.),Machine Learning Python Python data analysis data analysis data analysis Python Machine Learning data analysis SQL,1.1,Company_302,Other,Other,1000+ employees,1958,Non-profit,Finance,Finance,$1M-$10M,None
303,Data Analyst,Unknown,Python Python Machine Learning statistics statistics data analysis statistics data analysis data analysis SQL,-1.0,Company_303,"Washington, DC","San Francisco, CA",51-200 employees,1805,Private,IT Services,Other,$1M-$10M,None
304,Senior Data Scientist,$106K-$231K (Glassdoor est.),Machine Learning data analysis SQL data analysis statistics data analysis Python Machine Learning Python statistics,-1.0,Company_304,"Chicago, IL","San Francisco, CA",201-500 employees,1941,Private,Healthcare,Healthcare,$1M-$10M,Unknown
305,Machine Learning Engineer,$102K-$203K (Glassdoor est.),statistics statistics SQL statistics statistics data analysis data analysis statistics statistics Python,-1.0,Company_305,"Chicago, IL",Other,1-50 employees,1917,Private,IT Services,Business Services,$1M-$10M,Unknown
306,Senior Data Scientist,$149K-$271K (Glassdoor est.),data analysis Python Machine Learning Machine Learning SQL Python SQL statistics Python data analysis,-1.0,Company_306,"San Francisco, CA","Chicago, IL",201-500 employees,1974,Non-profit,Biotech,Business Services,$10M-$100M,"Company A, Company B"
307,Data Scientist,$144K-$166K (Glassdoor est.),Machine Learning statistics Machine Learning data analysis Python data analysis Python statistics data analysis SQL,2.0,Company_307,"San Francisco, CA","Chicago, IL",51-200 employees,1943,Private,IT Services,Business Services,$100M-$1B,None
308,Data Analyst,$116K-$204K (Glassdoor est.),Machine Learning Python statistics data analysis statistics SQL data analysis Machine Learning Machine Learning Python,-1.0,Company_308,"Washington, DC","New York, NY",51-200 employees,1958,Private,Other,Healthcare,$100M-$1B,Unknown
309,Data Analyst,$134K-$273K (Glassdoor est.),SQL SQL data analysis statistics SQL data analysis Machine Learning Python Python SQL,3.6,Company_309,"Chicago, IL","New York, NY",51-200 employees,1872,Non-profit,Other,Finance,$10M-$100M,"Company A, Company B"
310,Data Scientist,$90K-$195K (Glassdoor est.),data analysis data analysis data analysis data analysis data analysis SQL Python Python SQL SQL,3.8,Company_310,Other,Other,201-500 employees,1819,Other,IT Services,Other,$10M-$100M,"Company A, Company B"
311,Data Analyst,$118K-$238K (Glassdoor est.),statistics statistics statistics statistics Machine Learning data analysis Python SQL data analysis SQL,1.5,Company_311,"Chicago, IL","Chicago, IL",51-200 employees,1849,Other,Other,Technology,$1M-$10M,"Company A, Company B"
312,Senior Data Scientist,$136K-$218K (Glassdoor est.),SQL SQL statistics Machine Learning Machine Learning SQL Machine Learning statistics statistics Python,4.9,Company_312,"Chicago, IL","Chicago, IL",1-50 employees,2005,Non-profit,IT Services,Business Services,$10M-$100M,"Company A, Company B"
313,Senior Data Scientist,$74K-$214K (Glassdoor est.),SQL Machine Learning Python Python Python Python statistics statistics data analysis statistics,2.3,Company_313,Other,"San Francisco, CA",51-200 employees,1877,Public,Healthcare,Healthcare,$10M-$100M,Unknown
314,Data Scientist,$88K-$208K (Glassdoor est.),SQL statistics data analysis data analysis SQL SQL statistics SQL statistics data analysis,3.3,Company_314,"Chicago, IL","New York, NY",1-50 employees,-1,Other,Biotech,Technology,$10M-$100M,Unknown
315,Data Analyst,$88K-$224K (Glassdoor est.),Python statistics data analysis data analysis Python Python SQL Python SQL data analysis,1.0,Company_315,Other,"New York, NY",1-50 employees,1873,Other,Healthcare,Technology,$100M-$1B,-1
316,Machine Learning Engineer,$138K-$276K (Glassdoor est.),Machine Learning statistics statistics Python SQL data analysis Machine Learning Machine Learning statistics statistics,4.8,Company_316,"Washington, DC",Other,201-500 employees,1932,Private,Biotech,Healthcare,$10M-$100M,"Company A, Company B"
317,Senior Data Scientist,$94K-$294K (Glassdoor est.),Python Python statistics Python Python Machine Learning SQL statistics Machine Learning Machine Learning,2.9,Company_317,"Chicago, IL","San Francisco, CA",1000+ employees,1887,Non-profit,Other,Business Services,Unknown,-1
318,Senior Data Scientist,$142K-$221K (Glassdoor est.),statistics Machine Learning Machine Learning Machine Learning Python data analysis data analysis statistics Python data analysis,1.6,Company_318,"Chicago, IL","San Francisco, CA",1000+ employees,1987,Other,Biotech,Healthcare,$1M-$10M,Unknown
319,Senior Data Scientist,$123K-$290K (Glassdoor est.),data analysis SQL Machine Learning statistics statistics Python Python statistics data analysis Machine Learning,2.0,Company_319,Other,"New York, NY",1-50 employees,2006,Public,Other,Other,$10M-$100M,"Company A, Company B"
320,Senior Data Scientist,$100K-$239K (Glassdoor est.),statistics Machine Learning Python statistics data analysis statistics SQL data analysis data analysis statistics,4.8,Company_320,"Chicago, IL","San Francisco, CA",201-500 employees,1897,Non-profit,Healthcare,Finance,$10M-$100M,"Company A, Company B"
321,Machine Learning Engineer,$68K-$225K (Glassdoor est.),Machine Learning SQL Python data analysis SQL Python Python statistics SQL SQL,3.9,Company_321,"San Francisco, CA","San Francisco, CA",201-500 employees,1949,Non-profit,Other,Business Services,$10M-$100M,None
322,Data Scientist,Unknown,Python statistics statistics Python statistics Python data analysis SQL data analysis data analysis,4.1,Company_322,Other,"Chicago, IL",201-500 employees,1867,Private,Biotech,Finance,$100M-$1B,"Company A, Company B"
323,Senior Data Scientist,$106K-$216K (Glassdoor est.),Python Machine Learning Machine Learning statistics SQL data analysis Python data analysis statistics Machine Learning,3.8,Company_323,"San Francisco, CA","San Francisco, CA",1000+ employees,1802,Public,Finance,Business Services,$100M-$1B,Unknown
324,Data Analyst,$77K-$202K (Glassdoor est.),Machine Learning statistics Machine Learning Machine Learning Machine Learning data analysis statistics data analysis Machine Learning Machine Learning,2.5,Company_324,"Chicago, IL",Other,1000+ employees,1842,Private,Finance,Technology,Unknown,Unknown
325,Machine Learning Engineer,$84K-$294K (Glassdoor est.),Python SQL Machine Learning SQL data analysis Python Machine Learning data analysis Machine Learning SQL,-1.0,Company_325,Other,Other,201-500 employees,1931,Other,Other,Finance,$100M-$1B,"Company A, Company B"
326,Senior Data Scientist,$67K-$178K (Glassdoor est.),Machine Learning statistics Machine Learning Python Python statistics statistics Machine Learning SQL Python,4.3,Company_326,"New York, NY",Other,1000+ employees,1802,Other,Finance,Other,$100M-$1B,"Company A, Company B"
327,Data Analyst,$125K-$212K (Glassdoor est.),Python Python Python Machine Learning Python data analysis Machine Learning SQL SQL Python,1.8,Company_327,"New York, NY",Other,201-500 employees,1843,Non-profit,IT Services,Business Services,$10M-$100M,Unknown
328,Senior Data Scientist,$135K-$286K (Glassdoor est.),Machine Learning Python data analysis Python Python SQL Python statistics SQL Machine Learning,3.6,Company_328,"Washington, DC","Chicago, IL",1000+ employees,-1,Private,IT Services,Finance,$10M-$100M,"Company A, Company B"
329,Data Scientist,$79K-$164K (Glassdoor est.),Machine Learning data analysis data analysis SQL statistics statistics Python Python data analysis data analysis,3.0,Company_329,"Chicago, IL",Other,1000+ employees,1808,Public,Healthcare,Finance,$100M-$1B,Unknown
330,Machine Learning Engineer,$92K-$271K (Glassdoor est.),statistics Python Machine Learning Python Python Python Machine Learning data analysis statistics statistics,4.6,Company_330,"New York, NY","San Francisco, CA",201-500 employees,1835,Public,Biotech,Other,$10M-$100M,None
331,Data Scientist,$148K-$186K (Glassdoor est.),data analysis Machine Learning data analysis statistics SQL data analysis data analysis SQL SQL Python,3.4,Company_331,"San Francisco, CA","Chicago, IL",201-500 employees,1810,Non-profit,Other,Business Services,Unknown,"Company A, Company B"
332,Machine Learning Engineer,Unknown,Python Python Python statistics statistics SQL data analysis data analysis Machine Learning data analysis,2.7,Company_332,"New York, NY","New York, NY",51-200 employees,1874,Other,Other,Other,$100M-$1B,Unknown
333,Senior Data Scientist,$110K-$273K (Glassdoor est.),data analysis Python SQL Machine Learning Machine Learning Python Python Python data analysis statistics,4.2,Company_333,"New York, NY",Other,201-500 employees,1815,Private,Other,Healthcare,$100M-$1B,-1
334,Senior Data Scientist,$146K-$224K (Glassdoor est.),Machine Learning statistics Machine Learning SQL Machine Learning statistics Python Python data analysis data analysis,3.9,Company_334,"New York, NY","New York, NY",51-200 employees,-1,Non-profit,Finance,Technology,Unknown,-1
335,Machine Learning Engineer,$132K-$166K (Glassdoor est.),statistics statistics data analysis Machine Learning Machine Learning SQL Machine Learning Machine Learning Machine Learning data analysis,3.2,Company_335,"San Francisco, CA","New York, NY",1000+ employees,1869,Non-profit,Other,Other,Unknown,Unknown
336,Data Analyst,$61K-$297K (Glassdoor est.),data analysis statistics Machine Learning data analysis Machine Learning Machine Learning SQL Python statistics Machine Learning,1.2,Company_336,"Chicago, IL","New York, NY",201-500 employees,1864,Non-profit,Biotech,Healthcare,$1M-$10M,"Company A, Company B"
337,Data Analyst,$144K-$160K (Glassdoor est.),Machine Learning Machine Learning statistics SQL data analysis Python SQL Python SQL SQL,2.6,Company_337,"Chicago, IL","San Francisco, CA",1000+ employees,1826,Public,Healthcare,Other,$10M-$100M,None
338,Senior Data Scientist,$72K-$257K (Glassdoor est.),SQL statistics SQL data analysis statistics data analysis Python SQL data analysis statistics,4.2,Company_338,"San Francisco, CA","Chicago, IL",201-500 employees,1800,Other,Finance,Other,$100M-$1B,Unknown
339,Senior Data Scientist,$72K-$160K (Glassdoor est.),statistics data analysis data analysis data analysis data analysis statistics data analysis SQL data analysis data analysis,4.5,Company_339,Other,"New York, NY",1000+ employees,1938,Private,IT Services,Business Services,Unknown,None
340,Data Scientist,$100K-$277K (Glassdoor est.),Python Python data analysis Python Machine Learning statistics SQL SQL Python Python,4.7,Company_340,"San Francisco, CA","New York, NY",1000+ employees,1848,Other,IT Services,Other,Unknown,"Company A, Company B"
341,Senior Data Scientist,$145K-$225K (Glassdoor est.),statistics SQL Python statistics statistics Python Python Machine Learning data analysis Python,1.9,Company_341,"New York, NY","Chicago, IL",1000+ employees,2005,Public,Healthcare,Other,$10M-$100M,Unknown
342,Machine Learning Engineer,$51K-$227K (Glassdoor est.),SQL SQL SQL SQL Python statistics SQL Python data analysis Machine Learning,3.4,Company_342,"San Francisco, CA","Chicago, IL",1-50 employees,-1,Public,Other,Finance,$100M-$1B,None
343,Data Analyst,$63K-$236K (Glassdoor est.),data analysis data analysis statistics Machine Learning Machine Learning statistics Python Python data analysis data analysis,2.2,Company_343,"San Francisco, CA",Other,1000+ employees,1970,Other,IT Services,Other,$10M-$100M,-1
344,Data Analyst,$132K-$290K (Glassdoor est.),statistics statistics Python Python data analysis statistics statistics Python SQL Machine Learning,1.2,Company_344,"New York, NY","New York, NY",51-200 employees,1941,Private,Healthcare,Technology,$1M-$10M,Unknown
345,Data Scientist,$67K-$280K (Glassdoor est.),Machine Learning data analysis Python data analysis SQL Python statistics Machine Learning Machine Learning data analysis,4.6,Company_345,"Chicago, IL","New York, NY",201-500 employees,1952,Public,Other,Finance,$100M-$1B,-1
346,Data Analyst,$74K-$179K (Glassdoor est.),SQL statistics SQL Machine Learning Python SQL data analysis SQL data analysis Python,2.1,Company_346,"Chicago, IL","New York, NY",51-200 employees,1867,Non-profit,IT Services,Other,$10M-$100M,Unknown
347,Data Analyst,$143K-$268K (Glassdoor est.),data analysis Machine Learning SQL statistics Machine Learning Machine Learning Machine Learning statistics data analysis SQL,1.2,Company_347,"New York, NY","New York, NY",1-50 employees,1990,Non-profit,Other,Other,Unknown,Unknown
348,Machine Learning Engineer,$141K-$198K (Glassdoor est.),Python Python Python statistics statistics Python SQL statistics Python Python,2.8,Company_348,"San Francisco, CA",Other,51-200 employees,1941,Other,Healthcare,Business Services,Unknown,"Company A, Company B"
349,Data Analyst,-1,data analysis data analysis data analysis statistics Python data analysis data analysis data analysis Machine Learning SQL,2.7,Company_349,"New York, NY",Other,201-500 employees,2021,Non-profit,IT Services,Technology,Unknown,None
350,Data Scientist,$122K-$200K (Glassdoor est.),Machine Learning data analysis Machine Learning SQL data analysis statistics Python SQL Machine Learning statistics,4.2,Company_350,"Chicago, IL",Other,201-500 employees,1838,Non-profit,Biotech,Other,$10M-$100M,"Company A, Company B"
351,Data Scientist,$131K-$254K (Glassdoor est.),data analysis Machine Learning SQL Machine Learning data analysis data analysis data analysis statistics data analysis Machine Learning,4.3,Company_351,"Chicago, IL",Other,201-500 employees,1914,Other,Healthcare,Other,$100M-$1B,"Company A, Company B"
352,Data Analyst,$115K-$234K (Glassdoor est.),Python SQL Python SQL data analysis data analysis Python statistics SQL Python,2.7,Company_352,"Washington, DC","San Francisco, CA",1-50 employees,1803,Other,Healthcare,Finance,$100M-$1B,"Company A, Company B"
353,Senior Data Scientist,Unknown,Machine Learning Machine Learning data analysis Python Python data analysis Machine Learning SQL data analysis data analysis,4.8,Company_353,"New York, NY","San Francisco, CA",1-50 employees,-1,Other,Healthcare,Finance,$10M-$100M,-1
354,Data Analyst,$67K-$273K (Glassdoor est.),statistics Python Python SQL data analysis SQL Python data analysis Python SQL,3.6,Company_354,Other,"New York, NY",201-500 employees,1973,Public,Biotech,Technology,Unknown,Unknown
355,Data Scientist,$81K-$152K (Glassdoor est.),data analysis Machine Learning statistics statistics statistics Machine Learning statistics data analysis Machine Learning Machine Learning,3.4,Company_355,"San Francisco, CA","San Francisco, CA",201-500 employees,1899,Private,IT Services,Finance,$10M-$100M,-1
